fold,accuracy,macro_f1,weighted_f1,latency_median_ms,latency_p95_ms,checkpoint_mb
1,0.16666666666666666,0.048780487804878044,0.048780487804878044,4.681798500087098,5.220189249939722,0.927468
2,0.1388888888888889,0.06876456876456877,0.06876456876456877,5.146165499979816,7.1205109000572975,0.927468
