fold,accuracy,macro_f1,weighted_f1,latency_median_ms,latency_p95_ms,checkpoint_mb
1,0.16666666666666666,0.047619047619047616,0.047619047619047616,24.526608500025304,28.148365049980843,176.720349
2,0.16666666666666666,0.047619047619047616,0.047619047619047616,24.7674684999879,30.23222080005894,176.720349
