fold,accuracy,macro_f1,weighted_f1,latency_median_ms,latency_p95_ms,checkpoint_mb
1,0.16666666666666666,0.047619047619047616,0.047619047619047616,8.58974200002649,9.81513465004582,3.258554
2,0.16666666666666666,0.047619047619047616,0.047619047619047616,8.317089499996655,8.705446850086673,3.258554
