fold,accuracy,macro_f1,weighted_f1,latency_median_ms,latency_p95_ms,checkpoint_mb
1,0.16666666666666666,0.047619047619047616,0.047619047619047616,2.8697790000364876,3.7320553499512243,1.070863
2,0.16666666666666666,0.047619047619047616,0.047619047619047616,2.389257000061207,2.6021772500826046,1.070863
